model,C,solver,class_weight,max_iter,train_acc,test_acc,gap,max_depth,min_samples_split,min_samples_leaf,criterion,splitter,ccp_alpha,n_estimators,max_features,bootstrap
DecisionTree,,,,,0.9980630770085652,0.788458126330731,0.2096049506778343,28.0,30.0,11.0,entropy,best,0.0,,,
DecisionTree,,,,,0.9981345208893968,0.788458126330731,0.2096763945586659,34.0,24.0,9.0,log_loss,best,1e-05,,,
DecisionTree,,,,,0.998547307756424,0.7883250532292406,0.2102222545271833,24.0,22.0,5.0,log_loss,best,1e-05,,,
DecisionTree,,,,,0.99673739610869,0.7881919801277502,0.2085454159809397,8.0,29.0,9.0,entropy,best,1e-05,,,
DecisionTree,,,,,0.9980948298444904,0.7877484031227822,0.2103464267217083,29.0,14.0,12.0,entropy,best,1e-05,,,
DecisionTree,,,,,0.9987537011899376,0.7873491838183109,0.2114045173716267,20.0,11.0,6.0,log_loss,best,0.0,,,
DecisionTree,,,,,0.9980948298444904,0.787304826117814,0.2107900037266764,29.0,15.0,13.0,entropy,best,1e-05,,,
DecisionTree,,,,,0.9980948298444904,0.787304826117814,0.2107900037266764,27.0,16.0,13.0,entropy,best,1e-05,,,
DecisionTree,,,,,0.9738674160335944,0.7871717530163236,0.1866956630172709,5.0,29.0,8.0,log_loss,random,1e-05,,,
DecisionTree,,,,,0.9912679701205814,0.7871717530163236,0.2040962171042578,6.0,2.0,13.0,log_loss,best,1e-06,,,
DecisionTree,,,,,0.9984758638755924,0.7871717530163236,0.2113041108592688,27.0,7.0,8.0,log_loss,best,1e-06,,,
DecisionTree,,,,,0.9984758638755924,0.7871717530163236,0.2113041108592688,31.0,5.0,8.0,entropy,best,1e-06,,,
DecisionTree,,,,,0.9982535940241164,0.7869943222143364,0.2112592718097798,23.0,4.0,8.0,log_loss,best,0.0001,,,
DecisionTree,,,,,0.9981424590983782,0.7868612491128459,0.2112812099855322,35.0,10.0,11.0,log_loss,best,1e-06,,,
DecisionTree,,,,,0.9981424590983782,0.7868612491128459,0.2112812099855322,29.0,17.0,11.0,log_loss,best,0.0,,,
DecisionTree,,,,,0.9981424590983782,0.7868612491128459,0.2112812099855322,32.0,15.0,11.0,log_loss,best,1e-05,,,
DecisionTree,,,,,0.9981424590983782,0.7868612491128459,0.2112812099855322,31.0,13.0,11.0,entropy,best,0.0,,,
DecisionTree,,,,,0.9981424590983782,0.7868612491128459,0.2112812099855322,27.0,8.0,11.0,entropy,best,1e-06,,,
DecisionTree,,,,,0.997451834917006,0.7865951029098651,0.2108567320071409,24.0,10.0,7.0,entropy,random,0.0,,,
DecisionTree,,,,,0.9982377176061537,0.7865951029098651,0.2116426146962885,26.0,13.0,10.0,entropy,best,1e-05,,,
DecisionTree,,,,,0.9982377176061537,0.7865951029098651,0.2116426146962885,28.0,18.0,10.0,log_loss,best,1e-05,,,
DecisionTree,,,,,0.9982377176061537,0.7865951029098651,0.2116426146962885,32.0,10.0,10.0,log_loss,best,1e-06,,,
DecisionTree,,,,,0.9986346280552182,0.7864620298083748,0.2121725982468434,24.0,11.0,7.0,entropy,best,1e-05,,,
DecisionTree,,,,,0.9986346280552182,0.7864620298083748,0.2121725982468434,32.0,5.0,7.0,entropy,best,1e-05,,,
DecisionTree,,,,,0.998325037904948,0.7863733144073811,0.2119517234975667,25.0,4.0,7.0,log_loss,best,0.0001,,,
DecisionTree,,,,,0.9985631841743866,0.7862845990063875,0.2122785851679991,33.0,17.0,7.0,entropy,best,0.0,,,
DecisionTree,,,,,0.9985631841743866,0.7862845990063875,0.2122785851679991,24.0,17.0,7.0,log_loss,best,1e-05,,,
DecisionTree,,,,,0.998602875219293,0.7862402413058907,0.2123626339134023,30.0,17.0,6.0,log_loss,best,1e-05,,,
DecisionTree,,,,,0.9986346280552182,0.7861515259048971,0.212483102150321,26.0,16.0,6.0,entropy,best,1e-06,,,
RandomForest,,,,,0.9987457629809562,0.785264371894961,0.2134813910859951,30.0,9.0,7.0,,,,100.0,,True
DecisionTree,,,,,0.9962531653608312,0.7849982256919801,0.2112549396688512,25.0,10.0,13.0,log_loss,random,0.0001,,,
DecisionTree,,,,,0.9736848372270248,0.7848207948899929,0.1888640423370319,5.0,24.0,17.0,entropy,random,0.001,,,
RandomForest,,,,,0.9987854540258628,0.7847320794889993,0.2140533745368634,29.0,2.0,7.0,,,,300.0,,True
DecisionTree,,,,,0.9979916331277338,0.7845546486870121,0.2134369844407216,31.0,8.0,14.0,gini,best,0.0,,,
DecisionTree,,,,,0.9981742119343032,0.7845102909865153,0.213663920947788,28.0,9.0,11.0,gini,best,1e-06,,,
DecisionTree,,,,,0.9981742119343032,0.7845102909865153,0.213663920947788,27.0,6.0,11.0,gini,best,0.0,,,
RandomForest,,,,,0.9987854540258628,0.7842885024840313,0.2144969515418314,24.0,7.0,7.0,,,,300.0,,True
DecisionTree,,,,,0.9852904987576704,0.7839779985805536,0.2013125001771166,23.0,13.0,14.0,gini,random,0.001,,,
DecisionTree,,,,,0.9962769799877752,0.7839336408800568,0.2123433391077184,28.0,15.0,14.0,entropy,random,0.0,,,
DecisionTree,,,,,0.9962769799877752,0.7839336408800568,0.2123433391077184,33.0,2.0,14.0,entropy,random,1e-05,,,
DecisionTree,,,,,0.9976899811864448,0.78388928317956,0.2138006980068847,20.0,15.0,10.0,gini,best,0.0001,,,
DecisionTree,,,,,0.9976899811864448,0.78388928317956,0.2138006980068847,26.0,9.0,11.0,gini,best,0.0001,,,
DecisionTree,,,,,0.9976899811864448,0.78388928317956,0.2138006980068847,24.0,2.0,11.0,gini,best,0.0001,,,
DecisionTree,,,,,0.99649131163027,0.7837118523775728,0.2127794592526971,25.0,11.0,13.0,entropy,random,0.0,,,
DecisionTree,,,,,0.9964754352123074,0.783667494677076,0.2128079405352314,28.0,9.0,13.0,entropy,random,1e-05,,,
DecisionTree,,,,,0.9964754352123074,0.783667494677076,0.2128079405352314,32.0,15.0,13.0,log_loss,random,1e-05,,,
DecisionTree,,,,,0.9964595587943448,0.7835344215755855,0.2129251372187592,28.0,35.0,7.0,log_loss,random,0.0,,,
DecisionTree,,,,,0.9983964817857794,0.7834457061745919,0.2149507756111875,25.0,7.0,9.0,gini,best,1e-06,,,
DecisionTree,,,,,0.9983964817857794,0.7834457061745919,0.2149507756111875,26.0,4.0,9.0,gini,best,1e-06,,,
DecisionTree,,,,,0.9983964817857794,0.7834457061745919,0.2149507756111875,30.0,3.0,9.0,gini,best,1e-05,,,
DecisionTree,,,,,0.9983964817857794,0.7834457061745919,0.2149507756111875,23.0,15.0,9.0,gini,best,1e-05,,,
DecisionTree,,,,,0.9983964817857794,0.7834457061745919,0.2149507756111875,31.0,12.0,9.0,gini,best,1e-05,,,
DecisionTree,,,,,0.9881403157819532,0.7832239176721079,0.2049163981098454,8.0,7.0,17.0,entropy,random,1e-05,,,
RandomForest,,,,,0.9986346280552182,0.7824254790631654,0.2162091489920528,30.0,3.0,8.0,,,,100.0,,True
RandomForest,,,,,0.9987378247719748,0.7824254790631654,0.2163123457088095,35.0,7.0,7.0,,,,100.0,,False
RandomForest,,,,,0.9987378247719748,0.7824254790631654,0.2163123457088095,40.0,6.0,7.0,,,,100.0,,False
RandomForest,,,,,0.998658442682162,0.7819375443577005,0.2167208983244616,38.0,7.0,8.0,,,,200.0,,True
DecisionTree,,,,,0.9972692561104364,0.7818931866572036,0.2153760694532327,29.0,17.0,7.0,log_loss,random,0.0,,,
DecisionTree,,,,,0.9988013304438252,0.7818488289567069,0.2169525014871183,29.0,15.0,1.0,entropy,random,1e-06,,,
RandomForest,,,,,0.9985949370103118,0.7818044712562101,0.2167904657541016,37.0,8.0,8.0,,,,300.0,,False
RandomForest,,,,,0.9986505044731808,0.7817601135557133,0.2168903909174674,22.0,8.0,8.0,,,,150.0,,True
DecisionTree,,,,,0.9986266898462368,0.7816713981547196,0.2169552916915172,30.0,4.0,7.0,gini,best,0.0,,,
DecisionTree,,,,,0.987965675184365,0.7814496096522356,0.2065160655321293,25.0,13.0,15.0,gini,random,0.001,,,
DecisionTree,,,,,0.9977693632762576,0.7808729595457772,0.2168964037304804,14.0,18.0,18.0,entropy,best,1e-06,,,
DecisionTree,,,,,0.997586784469688,0.7808286018452804,0.2167581826244076,30.0,5.0,20.0,log_loss,best,0.0,,,
DecisionTree,,,,,0.9978408071570892,0.7808286018452804,0.2170122053118088,30.0,11.0,16.0,entropy,best,0.0001,,,
DecisionTree,,,,,0.9978487453660704,0.7808286018452804,0.2170201435207901,14.0,38.0,14.0,log_loss,best,0.0001,,,
DecisionTree,,,,,0.9825994459130132,0.7805180979418027,0.2020813479712103,30.0,4.0,10.0,entropy,best,0.01,,,
DecisionTree,,,,,0.9825994459130132,0.7805180979418027,0.2020813479712103,23.0,40.0,7.0,log_loss,best,0.01,,,
DecisionTree,,,,,0.9862907130893128,0.7801632363378282,0.2061274767514845,5.0,5.0,15.0,entropy,best,1e-05,,,
RandomForest,,,balanced,,0.9989839092503948,0.7794535131298793,0.2195303961205156,32.0,8.0,2.0,,,,100.0,log2,True
DecisionTree,,,,,0.9915378692259452,0.7790099361249113,0.2125279331010339,23.0,12.0,16.0,log_loss,random,0.001,,,
DecisionTree,,,,,0.9965706937200828,0.7787437899219305,0.2178269037981524,32.0,6.0,12.0,entropy,random,0.0001,,,
RandomForest,,,,,0.9987378247719748,0.7783445706174592,0.2203932541545157,30.0,2.0,7.0,,,,200.0,,False
RandomForest,,,,,0.9987378247719748,0.7783445706174592,0.2203932541545157,36.0,7.0,7.0,,,,300.0,,False
RandomForest,,,,,0.9987378247719748,0.7783445706174592,0.2203932541545157,33.0,4.0,7.0,,,,300.0,,False
RandomForest,,,balanced,,0.9996665952227858,0.7782114975159687,0.221455097706817,23.0,2.0,2.0,,,,150.0,sqrt,False
DecisionTree,,,,,0.9902677557889388,0.7780784244144784,0.2121893313744605,29.0,17.0,14.0,log_loss,random,0.001,,,
DecisionTree,,,,,0.9847268859199988,0.7780340667139816,0.2066928192060171,33.0,14.0,16.0,gini,random,0.001,,,
RandomForest,,,,,0.999317314027609,0.7779897090134847,0.2213276050141243,22.0,9.0,3.0,,,,100.0,sqrt,False
DecisionTree,,,,,0.9979043128289397,0.7779009936124911,0.2200033192164484,26.0,11.0,16.0,log_loss,best,1e-05,,,
DecisionTree,,,,,0.9979043128289397,0.7779009936124911,0.2200033192164484,25.0,3.0,16.0,entropy,best,1e-05,,,
RandomForest,,,,,0.9985949370103118,0.7777235628105039,0.2208713741998078,24.0,6.0,8.0,,,,150.0,,False
DecisionTree,,,,,0.9969358513332222,0.777235628105039,0.2197002232281831,23.0,15.0,11.0,log_loss,random,1e-05,,,
DecisionTree,,,,,0.9967691489446152,0.7771912704045423,0.2195778785400728,31.0,4.0,12.0,log_loss,random,1e-05,,,
DecisionTree,,,,,0.9967691489446152,0.7771912704045423,0.2195778785400728,32.0,10.0,12.0,entropy,random,1e-05,,,
DecisionTree,,,,,0.9968326546164654,0.7771912704045423,0.2196413842119231,30.0,3.0,12.0,entropy,random,0.0,,,
DecisionTree,,,,,0.9968326546164654,0.7771912704045423,0.2196413842119231,27.0,4.0,12.0,log_loss,random,0.0,,,
DecisionTree,,,,,0.9979360656648648,0.7771469127040455,0.2207891529608192,27.0,11.0,15.0,gini,best,1e-06,,,
RandomForest,,,balanced,,0.999920617910187,0.776792051100071,0.223128566810116,39.0,3.0,1.0,,,,200.0,sqrt,True
DecisionTree,,,,,0.9985790605923492,0.7762597586941093,0.2223193018982397,22.0,9.0,2.0,gini,random,0.0,,,
DecisionTree,,,,,0.9971422447667356,0.7760379701916252,0.2211042745751105,20.0,2.0,9.0,log_loss,random,1e-06,,,
RandomForest,,,,,0.9996030895509356,0.7752838892831796,0.2243192002677558,21.0,4.0,2.0,,,,150.0,sqrt,False
DecisionTree,,,,,0.9978646217840332,0.7749290276792051,0.222935594104828,34.0,13.0,16.0,gini,best,0.0,,,
DecisionTree,,,,,0.9978646217840332,0.7749290276792051,0.222935594104828,33.0,9.0,16.0,gini,best,1e-05,,,
DecisionTree,,,,,0.997642351932557,0.7747072391767211,0.2229351127558358,26.0,12.0,16.0,gini,best,0.0001,,,
RandomForest,,,balanced,,0.9991664880569646,0.7745741660752307,0.2245923219817339,25.0,6.0,4.0,,,,100.0,sqrt,False
DecisionTree,,,,,0.9973248235733054,0.7743523775727467,0.2229724460005587,28.0,17.0,8.0,entropy,random,1e-05,,,
RandomForest,,,balanced,,0.9991664880569646,0.7743523775727467,0.2248141104842179,28.0,6.0,4.0,,,,100.0,sqrt,False
RandomForest,,,balanced,,0.9992538083557588,0.7739975159687722,0.2252562923869865,39.0,2.0,4.0,,,,150.0,sqrt,False
DecisionTree,,,,,0.9980472005906028,0.7739531582682754,0.2240940423223273,18.0,4.0,13.0,entropy,best,0.0001,,,
DecisionTree,,,,,0.9980313241726402,0.7738644428672817,0.2241668813053584,33.0,3.0,14.0,log_loss,best,1e-05,,,
RandomForest,,,balanced,,0.9986346280552182,0.7738644428672817,0.2247701851879364,21.0,5.0,4.0,,,,100.0,sqrt,True
DecisionTree,,,,,0.9980154477546777,0.7737313697657914,0.2242840779888861,30.0,6.0,14.0,log_loss,best,0.0001,,,
DecisionTree,,,,,0.9980233859636588,0.7734652235628106,0.2245581624008483,27.0,4.0,15.0,log_loss,best,0.0,,,
DecisionTree,,,,,0.9980233859636588,0.7734652235628106,0.2245581624008483,28.0,9.0,15.0,log_loss,best,1e-05,,,
DecisionTree,,,,,0.9980233859636588,0.7734652235628106,0.2245581624008483,26.0,11.0,15.0,entropy,best,1e-06,,,
DecisionTree,,,,,0.9980233859636588,0.7734652235628106,0.2245581624008483,30.0,18.0,15.0,log_loss,best,1e-05,,,
RandomForest,,,,,0.99901566208632,0.7733321504613201,0.225683511625,33.0,5.0,2.0,,,,150.0,log2,True
DecisionTree,,,,,0.9851952402498948,0.7731103619588361,0.2120848782910587,29.0,6.0,14.0,gini,random,0.001,,,
RandomForest,,,balanced_subsample,,0.9984679256666112,0.7729772888573456,0.2254906368092655,34.0,3.0,5.0,,,,150.0,sqrt,True
RandomForest,,,,,0.9986266898462368,0.7727111426543648,0.2259155471918721,26.0,10.0,3.0,,,,100.0,log2,False
RandomForest,,,balanced,,0.9991585498479832,0.7727111426543648,0.2264474071936184,19.0,14.0,1.0,,,,200.0,sqrt,True
DecisionTree,,,,,0.9919665325109348,0.7724006387508872,0.2195658937600477,29.0,23.0,1.0,log_loss,random,0.001,,,
RandomForest,,,balanced_subsample,,0.998714010145031,0.7723562810503903,0.2263577290946407,24.0,6.0,4.0,,,,150.0,sqrt,True
RandomForest,,,,,0.999452263580291,0.7719127040454223,0.2275395595348687,32.0,2.0,2.0,,,,200.0,sqrt,True
DecisionTree,,,,,0.9953561477459456,0.7714247693399574,0.2239313784059882,16.0,26.0,19.0,gini,random,1e-06,,,
RandomForest,,,balanced,,0.9992299937288148,0.7709811923349894,0.2282488013938255,41.0,5.0,4.0,,,,200.0,sqrt,False
RandomForest,,,balanced_subsample,,0.9984520492486484,0.7701827537260468,0.2282692955226016,36.0,4.0,5.0,,,,200.0,sqrt,True
RandomForest,,,balanced,,0.9987616393989188,0.7701827537260468,0.228578885672872,31.0,15.0,5.0,,,,200.0,sqrt,False
RandomForest,,,balanced_subsample,,0.9994602017892724,0.7700053229240597,0.2294548788652126,24.0,3.0,2.0,,,,200.0,sqrt,True
RandomForest,,,,,0.999944432537131,0.769694819020582,0.2302496135165489,24.0,2.0,1.0,,,,300.0,sqrt,False
RandomForest,,,balanced_subsample,,0.9983091614869852,0.7695173882185947,0.2287917732683906,26.0,17.0,6.0,,,,150.0,sqrt,True
RandomForest,,,balanced,,0.9989680328324324,0.7695173882185947,0.2294506446138375,29.0,4.0,3.0,,,,100.0,sqrt,True
RandomForest,,,,,0.9991109205940956,0.7695173882185947,0.2295935323755008,16.0,18.0,1.0,,,,300.0,sqrt,False
RandomForest,,,balanced_subsample,,0.9993808196994594,0.7695173882185947,0.2298634314808646,33.0,7.0,2.0,,,,200.0,sqrt,True
RandomForest,,,balanced,,0.9992379319377962,0.7694730305180979,0.2297649014196983,38.0,11.0,2.0,,,,200.0,sqrt,True
RandomForest,,,balanced,,0.998960094623451,0.7692512420156139,0.2297088526078371,47.0,12.0,5.0,,,,200.0,sqrt,False
RandomForest,,,balanced,,0.9991664880569646,0.7692068843151171,0.2299596037418475,21.0,11.0,1.0,,,,100.0,log2,True
RandomForest,,,balanced,,0.9989918474593762,0.7691625266146203,0.2298293208447559,42.0,5.0,3.0,,,,300.0,sqrt,True
RandomForest,,,balanced,,0.9995237074611226,0.7690738112136267,0.2304498962474959,37.0,4.0,3.0,,,,100.0,sqrt,False
RandomForest,,,,,0.9979836949187524,0.7690294535131299,0.2289542414056224,34.0,5.0,8.0,,,,150.0,sqrt,True
RandomForest,,,,,0.9997062862676924,0.7687189496096523,0.23098733665804,38.0,7.0,2.0,,,,150.0,sqrt,False
RandomForest,,,,,0.9980233859636588,0.7686302342086586,0.2293931517550003,30.0,3.0,6.0,,,,50.0,log2,False
RandomForest,,,balanced,,0.998658442682162,0.7686302342086586,0.2300282084735034,39.0,19.0,5.0,,,,50.0,sqrt,False
RandomForest,,,balanced,,0.9985869988013304,0.7684084457061746,0.2301785530951557,37.0,7.0,7.0,,,,150.0,sqrt,False
RandomForest,,,balanced,,0.9985869988013304,0.7684084457061746,0.2301785530951557,37.0,5.0,7.0,,,,150.0,sqrt,False
RandomForest,,,balanced,,0.9995713367150104,0.768319730305181,0.2312516064098293,19.0,6.0,1.0,,,,100.0,sqrt,True
RandomForest,,,,,0.9997380391036176,0.768319730305181,0.2314183087984365,25.0,2.0,2.0,,,,300.0,sqrt,False
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,25.0,30.0,18.0,log_loss,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,28.0,10.0,4.0,log_loss,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,28.0,5.0,10.0,log_loss,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,30.0,13.0,8.0,log_loss,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,28.0,14.0,15.0,entropy,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,30.0,9.0,9.0,log_loss,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,24.0,14.0,9.0,entropy,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,26.0,12.0,12.0,entropy,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,32.0,7.0,10.0,entropy,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,26.0,6.0,11.0,log_loss,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,31.0,8.0,13.0,log_loss,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,32.0,3.0,12.0,log_loss,best,0.001,,,
DecisionTree,,,,,0.9954910972986276,0.7680535841022001,0.2274375131964273,31.0,5.0,9.0,log_loss,best,0.001,,,
RandomForest,,,,,0.9994840164162162,0.7675656493967353,0.2319183670194808,26.0,16.0,2.0,,,,150.0,sqrt,False
RandomForest,,,balanced,,0.998848959697713,0.7673438608942512,0.2315050988034618,29.0,8.0,2.0,,,,300.0,log2,True
RandomForest,,,balanced,,0.9994840164162162,0.7672551454932577,0.2322288709229585,35.0,7.0,3.0,,,,150.0,sqrt,False
RandomForest,,,,,0.998078953426528,0.7671220723917672,0.2309568810347606,37.0,3.0,6.0,,,,150.0,log2,False
RandomForest,,,balanced_subsample,,0.997999571336715,0.76694464158978,0.2310549297469349,21.0,8.0,4.0,,,,100.0,log2,True
RandomForest,,,,,0.9980154477546777,0.76694464158978,0.2310708061648975,32.0,5.0,6.0,,,,150.0,log2,False
RandomForest,,,balanced,,0.9995237074611226,0.7669002838892832,0.2326234235718394,34.0,2.0,3.0,,,,300.0,sqrt,False
RandomForest,,,balanced,,0.999642780595842,0.7669002838892832,0.2327424967065587,23.0,7.0,2.0,,,,300.0,sqrt,False
DecisionTree,,,,,0.9975391552158002,0.7668115684882896,0.2307275867275106,33.0,15.0,7.0,entropy,random,0.0,,,
RandomForest,,,balanced_subsample,,0.9986901955180872,0.7668115684882896,0.2318786270297976,28.0,3.0,4.0,,,,100.0,sqrt,True
RandomForest,,,balanced,,0.9995475220880664,0.7668115684882896,0.2327359535997769,28.0,2.0,3.0,,,,100.0,sqrt,False
RandomForest,,,balanced,,0.999920617910187,0.7667228530872959,0.2331977648228911,38.0,6.0,1.0,,,,300.0,log2,False
RandomForest,,,balanced_subsample,,0.9983647289498544,0.7666341376863024,0.2317305912635519,28.0,7.0,3.0,,,,300.0,log2,True
RandomForest,,,balanced,,0.9998412358203742,0.7666341376863024,0.2332070981340718,34.0,2.0,2.0,,,,300.0,sqrt,False
RandomForest,,,balanced,,0.9985949370103118,0.7665897799858056,0.2320051570245062,21.0,8.0,2.0,,,,150.0,log2,True
RandomForest,,,balanced,,0.9987457629809562,0.7665010645848119,0.2322446983961442,38.0,5.0,4.0,,,,150.0,sqrt,True
RandomForest,,,balanced,,0.9996586570138044,0.7663236337828248,0.2333350232309797,36.0,9.0,2.0,,,,150.0,sqrt,False
RandomForest,,,balanced,,0.9987775158168812,0.7662349183818311,0.2325425974350502,22.0,8.0,3.0,,,,150.0,log2,False
RandomForest,,,,,0.998928341787526,0.7661905606813343,0.2327377811061916,24.0,5.0,3.0,,,,300.0,sqrt,True
RandomForest,,,balanced,,0.9985949370103118,0.7661018452803406,0.2324930917299711,15.0,18.0,3.0,,,,200.0,sqrt,False
RandomForest,,,,,0.9971422447667356,0.7660574875798438,0.2310847571868919,39.0,2.0,8.0,,,,100.0,log2,False
RandomForest,,,balanced,,0.9987457629809562,0.7660131298793471,0.232732633101609,37.0,5.0,4.0,,,,100.0,sqrt,True
RandomForest,,,balanced_subsample,,0.9986108134282744,0.7659687721788503,0.232642041249424,23.0,3.0,4.0,,,,100.0,sqrt,True
RandomForest,,,balanced,,0.9995237074611226,0.7658800567778566,0.2336436506832659,32.0,3.0,3.0,,,,300.0,sqrt,False
RandomForest,,,,,0.9998412358203742,0.7658800567778566,0.2339611790425175,34.0,2.0,2.0,,,,100.0,sqrt,False
RandomForest,,,balanced,,0.9983329761139292,0.7657026259758695,0.2326303501380596,38.0,4.0,6.0,,,,150.0,sqrt,True
RandomForest,,,balanced,,0.9983329761139292,0.7657026259758695,0.2326303501380596,38.0,5.0,6.0,,,,150.0,sqrt,True
RandomForest,,,,,0.9978884364109768,0.7656582682753726,0.2322301681356042,36.0,4.0,4.0,,,,100.0,log2,True
